,id,target
166,794,0.0
167,27587,0.0
168,54310,0.0
169,13346,0.0
170,4922,0.0
171,36639,0.0
172,38929,0.0
173,18904,0.0
174,15284,0.0
175,38838,0.0
176,25230,0.0
177,27245,0.0
178,9699,0.0
179,35569,0.0
180,34410,0.0
181,50108,0.0
182,30428,0.0
183,10092,0.0
184,1890,0.0
185,4042,0.0
186,31189,0.0
187,31571,0.0
188,5019,0.0
189,28279,0.0
190,8014,0.0
191,35820,0.0
192,16215,1.0
193,12930,0.0
194,5668,0.0
195,24098,0.0
196,48874,0.0
197,1338,0.0
198,43605,0.0
199,36480,0.0
200,53916,0.0
201,49813,0.0
202,23151,0.0
203,29398,0.0
204,51027,0.0
205,12251,0.0
206,32787,0.0
207,11943,0.0
208,26079,0.0
209,33426,0.0
210,6595,1.0
211,53193,0.0
212,15478,0.0
213,51827,0.0
214,41954,0.0
215,1718,0.0
216,952,0.0
217,1447,0.0
218,19322,1.0
219,15313,0.0
220,33164,0.0
221,32379,0.0
222,7250,1.0
223,8399,0.0
224,4956,0.0
225,32616,0.0
226,27276,0.0
227,24203,0.0
228,26627,0.0
229,780,0.0
230,18443,0.0
231,37759,0.0
232,42880,0.0
233,45848,0.0
234,2399,0.0
235,8476,0.0
236,28277,1.0
237,35211,0.0
238,16967,1.0
239,22919,0.0
240,10174,0.0
241,31922,0.0
242,34352,0.0
243,7794,0.0
244,49383,0.0
245,45557,0.0
246,29680,0.0
247,42001,0.0
248,35035,0.0
249,25944,0.0
250,12526,0.0
251,28517,0.0
252,19309,0.0
253,39835,0.0
254,14366,0.0
255,18167,0.0
256,43116,1.0
257,10476,0.0
258,33327,0.0
259,33115,0.0
260,48040,0.0
261,16467,1.0
262,39420,0.0
263,9743,0.0
264,9592,0.0
265,50516,0.0
266,20401,0.0
267,18028,0.0
268,34897,1.0
269,43638,0.0
270,41018,0.0
271,21514,0.0
272,31993,1.0
273,25781,0.0
274,46647,0.0
275,22785,0.0
276,135,0.0
277,34994,0.0
278,20527,1.0
279,242,0.0
280,17399,0.0
281,35255,0.0
282,45358,0.0
283,49147,0.0
284,28128,0.0
285,38223,0.0
286,54101,0.0
287,23318,0.0
288,48135,0.0
289,13811,0.0
290,10160,0.0
291,16582,0.0
292,52404,0.0
293,14886,0.0
294,45172,0.0
295,26617,0.0
296,39849,0.0
297,18619,0.0
298,44047,0.0
299,52430,0.0
300,19665,0.0
301,18118,0.0
302,30151,0.0
303,22379,0.0
304,25760,0.0
305,54385,1.0
306,28568,0.0
307,16923,0.0
308,10669,0.0
309,7579,0.0
310,37726,1.0
311,32539,0.0
312,37804,1.0
313,11544,0.0
314,23632,0.0
315,32793,0.0
316,34077,0.0
317,53485,0.0
318,47770,0.0
319,51299,0.0
320,25551,0.0
321,34500,0.0
322,14696,1.0
323,53723,0.0
324,30907,0.0
325,14816,0.0
326,19354,0.0
327,12954,0.0
328,4381,0.0
329,11238,0.0
330,50690,0.0
331,41505,0.0
332,14126,0.0
333,14217,0.0
334,40361,0.0
335,30988,1.0
336,1190,0.0
337,18958,0.0
338,17312,0.0
339,48940,1.0
340,29029,0.0
341,49732,0.0
342,48957,0.0
343,48671,1.0
344,43169,0.0
345,29023,0.0
346,50976,0.0
347,1,0.0
348,11617,0.0
349,52958,0.0
350,31680,0.0
351,23639,0.0
352,53371,0.0
353,38740,0.0
354,37967,0.0
355,51103,0.0
356,38832,0.0
357,26275,0.0
358,42098,0.0
359,13842,0.0
360,53666,0.0
361,28651,0.0
362,35878,0.0
363,32770,1.0
364,35316,0.0
365,3998,0.0
366,48030,0.0
367,14730,0.0
368,409,0.0
369,30191,0.0
370,16461,0.0
371,46941,1.0
372,13259,0.0
373,8586,0.0
374,16202,1.0
375,16135,0.0
376,23637,0.0
377,43751,0.0
378,16504,0.0
379,12770,0.0
380,8842,0.0
381,38490,0.0
382,41410,1.0
383,15466,0.0
384,15031,0.0
385,24115,0.0
386,4944,0.0
387,29821,0.0
388,10969,1.0
389,35916,0.0
390,11060,0.0
391,37074,0.0
392,6814,0.0
393,34284,0.0
394,14708,0.0
395,52534,0.0
396,47549,0.0
397,826,0.0
398,26063,0.0
399,43695,0.0
400,8500,0.0
401,49917,0.0
402,36181,1.0
403,2488,0.0
404,27690,0.0
405,38471,0.0
406,14122,0.0
407,32227,0.0
408,15072,1.0
409,20328,0.0
410,10875,0.0
411,3040,0.0
412,7702,1.0
413,51675,0.0
414,5641,0.0
415,6070,0.0
416,13149,0.0
417,27878,0.0
418,47149,0.0
419,16657,0.0
420,34574,0.0
421,37826,0.0
422,24241,0.0
423,15183,0.0
424,53636,0.0
425,26123,0.0
426,41957,0.0
427,19032,0.0
428,8261,0.0
429,25004,0.0
430,19530,1.0
431,15825,0.0
432,24207,0.0
433,4411,0.0
434,40951,0.0
435,54262,0.0
436,4452,0.0
437,2466,0.0
438,41212,0.0
439,42434,0.0
440,22837,0.0
441,24351,0.0
442,39584,0.0
443,48400,0.0
444,5524,0.0
445,41003,0.0
446,32552,0.0
447,14682,1.0
448,49022,0.0
449,42530,1.0
450,36200,0.0
451,50661,0.0
452,21233,0.0
453,8591,0.0
454,10572,0.0
455,26166,0.0
456,50048,0.0
457,30893,0.0
458,42445,1.0
459,53013,0.0
460,5180,0.0
461,16729,1.0
462,12643,1.0
463,22073,1.0
464,46279,0.0
465,23081,0.0
466,42102,0.0
467,20733,0.0
468,48394,0.0
469,21168,0.0
470,35205,0.0
471,22605,0.0
472,17607,0.0
473,20126,0.0
474,21824,0.0
475,35989,0.0
476,44232,0.0
477,48846,0.0
478,47928,0.0
479,4592,0.0
480,16922,0.0
481,44820,1.0
482,1025,0.0
483,52211,0.0
484,21965,0.0
485,21028,0.0
486,39902,0.0
487,14887,1.0
488,14710,0.0
489,33081,0.0
490,2648,0.0
491,131,0.0
492,51064,0.0
493,20317,0.0
494,51358,0.0
495,31119,0.0
496,3606,1.0
497,35175,0.0
498,47037,0.0
499,34498,0.0
500,2998,0.0
501,21599,0.0
502,39426,0.0
503,24973,0.0
504,33821,0.0
505,12024,0.0
506,30592,0.0
507,24318,0.0
508,2956,0.0
509,17477,0.0
510,32912,0.0
511,21909,0.0
512,52406,0.0
513,5647,0.0
514,5086,1.0
515,43348,0.0
516,25417,0.0
517,12559,0.0
518,36929,0.0
519,2757,0.0
520,46071,0.0
521,11982,0.0
522,7310,0.0
523,43455,0.0
524,43167,0.0
525,53941,0.0
526,16078,0.0
527,9321,0.0
528,31869,0.0
529,45222,0.0
530,9703,0.0
531,5864,0.0
532,16282,0.0
533,30298,0.0
534,25595,1.0
535,43098,0.0
536,34400,1.0
537,51214,0.0
538,27893,0.0
539,34549,0.0
540,12855,0.0
541,1589,1.0
542,12740,0.0
543,19610,1.0
544,16660,0.0
545,2376,0.0
546,26407,0.0
547,28029,0.0
548,53936,0.0
549,1838,0.0
550,44176,0.0
551,40494,0.0
552,32320,0.0
553,48724,0.0
554,35093,0.0
555,16086,0.0
556,39859,0.0
557,54354,0.0
558,11572,0.0
559,2438,1.0
560,33930,1.0
561,10006,0.0
562,43817,0.0
563,47712,0.0
564,39818,0.0
565,9767,0.0
566,33038,1.0
567,39433,0.0
568,1435,0.0
569,30395,0.0
570,40215,0.0
571,4405,0.0
572,17709,0.0
573,14173,0.0
574,10227,0.0
575,40944,0.0
576,3484,0.0
577,41795,0.0
578,45643,0.0
579,49666,0.0
580,43926,0.0
581,40369,0.0
582,8378,0.0
583,20347,0.0
584,13497,0.0
585,52172,0.0
586,11421,1.0
587,53630,0.0
588,35938,0.0
589,19476,1.0
590,10765,0.0
591,28619,0.0
592,47296,0.0
593,53910,0.0
594,28885,0.0
595,19003,0.0
596,12846,1.0
597,30619,1.0
598,33279,0.0
599,43193,0.0
600,48605,0.0
601,15834,0.0
602,38736,0.0
603,30157,0.0
604,42118,0.0
605,6712,0.0
606,32862,1.0
607,27139,0.0
608,47816,0.0
609,33127,0.0
610,46987,1.0
611,41766,1.0
612,11419,0.0
613,52575,0.0
614,38481,0.0
615,2710,0.0
616,5495,0.0
617,28246,0.0
618,23982,0.0
619,19271,0.0
620,8291,0.0
621,29450,0.0
622,36682,0.0
623,35170,0.0
624,18349,0.0
625,31422,0.0
626,33989,1.0
627,18151,0.0
628,994,0.0
629,26457,0.0
630,327,1.0
631,12385,0.0
632,47688,0.0
633,26154,0.0
634,28853,0.0
635,43709,0.0
636,12989,0.0
637,35348,0.0
638,17236,0.0
639,11628,0.0
640,8553,0.0
641,20651,1.0
642,52842,0.0
643,18138,0.0
644,3125,0.0
645,5221,1.0
646,23977,0.0
647,10807,1.0
648,15047,0.0
649,40894,0.0
650,1322,0.0
651,50309,0.0
652,30874,0.0
653,52970,0.0
654,49577,0.0
655,31460,0.0
656,27732,1.0
657,12638,0.0
658,8167,1.0
659,24434,0.0
660,20435,1.0
661,22971,0.0
662,47386,0.0
663,35785,0.0
664,30762,0.0
665,13273,0.0
666,14810,0.0
667,19487,0.0
668,14011,0.0
669,6724,0.0
670,1429,0.0
671,22346,1.0
672,2858,0.0
673,45980,0.0
674,6481,0.0
675,41195,0.0
676,36403,0.0
677,7384,1.0
678,8208,0.0
679,45890,0.0
680,39063,1.0
681,3939,0.0
682,24391,0.0
683,32180,0.0
684,50357,0.0
685,47652,0.0
686,1511,0.0
687,54141,1.0
688,30503,0.0
689,36752,0.0
690,44490,0.0
691,10650,0.0
692,26445,0.0
693,13024,0.0
694,4190,0.0
695,52040,0.0
696,3526,0.0
697,12761,0.0
698,49124,0.0
699,15212,0.0
700,28437,0.0
701,46107,0.0
702,46140,0.0
703,7538,0.0
704,51803,1.0
705,47225,0.0
706,44422,0.0
707,3709,0.0
708,39152,0.0
709,37795,0.0
710,10550,0.0
711,47106,0.0
712,45472,0.0
713,675,0.0
714,4340,0.0
715,24536,0.0
716,3827,0.0
717,2884,0.0
718,30036,0.0
719,1515,0.0
720,35977,1.0
721,20292,0.0
722,18607,0.0
723,7941,0.0
724,29096,0.0
725,7981,0.0
726,30247,0.0
727,48796,1.0
728,52645,0.0
729,26233,0.0
730,11012,0.0
731,52397,0.0
732,4046,0.0
733,8830,0.0
734,25134,0.0
735,6040,0.0
736,49087,0.0
737,34958,1.0
738,27653,0.0
739,10300,0.0
740,53555,0.0
741,24008,0.0
742,54272,0.0
743,24653,0.0
744,34101,1.0
745,27538,0.0
746,8987,0.0
747,41637,0.0
748,3005,1.0
749,31791,0.0
750,7731,0.0
751,11103,0.0
752,678,0.0
753,12099,0.0
754,15981,0.0
755,28129,0.0
756,35764,1.0
757,39828,0.0
758,18445,0.0
759,37629,0.0
760,18615,0.0
761,8603,0.0
762,49239,0.0
763,1724,0.0
764,13643,1.0
765,36466,0.0
766,35557,0.0
767,27126,0.0
768,44590,0.0
769,38680,0.0
770,49170,0.0
771,47817,0.0
772,19977,0.0
773,17099,0.0
774,51288,0.0
775,3624,0.0
776,2351,0.0
777,24730,0.0
778,22706,0.0
779,53159,1.0
780,36909,0.0
781,15648,0.0
782,11675,0.0
783,48552,0.0
784,39591,1.0
785,27359,1.0
786,30816,0.0
787,27163,0.0
788,49178,0.0
789,38846,0.0
790,23202,1.0
791,25205,0.0
792,32030,0.0
793,33996,0.0
794,4418,0.0
795,51834,0.0
796,14715,0.0
797,44199,0.0
798,2110,0.0
799,13197,0.0
800,46656,0.0
801,29476,0.0
802,2055,0.0
803,26355,0.0
804,15854,0.0
805,36775,0.0
806,31471,0.0
807,20275,0.0
808,25801,0.0
809,2076,1.0
810,24309,0.0
811,43225,0.0
812,27881,0.0
813,36114,0.0
814,33474,0.0
815,4563,0.0
816,2684,0.0
817,36074,0.0
818,28509,0.0
819,48898,0.0
820,35114,0.0
821,25127,1.0
822,53944,1.0
823,8140,0.0
824,70,0.0
825,27018,0.0
826,20867,0.0
827,4004,0.0
828,52672,0.0
829,6663,0.0
830,30042,0.0
831,26102,0.0
832,49872,1.0
833,5509,0.0
834,5512,0.0
835,31312,0.0
836,19026,0.0
837,51926,1.0
838,23496,1.0
839,28243,1.0
840,44378,0.0
841,52249,0.0
842,23022,1.0
843,18246,0.0
844,37828,0.0
845,35670,0.0
846,18731,0.0
847,12046,0.0
848,38819,0.0
849,13456,0.0
850,39596,0.0
851,49274,0.0
852,29012,1.0
853,6912,0.0
854,13826,0.0
855,51475,0.0
856,49244,0.0
857,53972,0.0
858,14914,0.0
859,24590,1.0
860,3958,0.0
861,29936,0.0
862,50095,0.0
863,11980,0.0
864,21134,0.0
865,8498,0.0
866,50977,0.0
867,4437,0.0
868,15567,0.0
869,13090,0.0
870,47759,0.0
871,9212,1.0
872,39970,0.0
873,3951,0.0
874,21716,0.0
875,22138,1.0
876,48016,0.0
877,24383,0.0
878,18660,0.0
879,37710,1.0
880,1883,0.0
881,32533,1.0
882,21360,0.0
883,10813,1.0
884,33754,1.0
885,16316,0.0
886,7999,0.0
887,16667,0.0
888,28475,0.0
889,13241,0.0
890,5710,0.0
891,20514,0.0
892,17622,0.0
893,17927,0.0
894,4342,0.0
895,39973,0.0
896,54627,0.0
897,34893,0.0
898,9900,1.0
899,21656,0.0
900,1010,0.0
901,9391,1.0
902,49635,1.0
903,14574,0.0
904,39794,0.0
905,27177,0.0
906,10018,0.0
907,22957,0.0
908,43080,1.0
909,23902,0.0
910,51497,0.0
911,15554,0.0
912,19722,0.0
913,38014,0.0
914,18651,0.0
915,36491,0.0
916,11289,0.0
917,19600,0.0
918,6049,0.0
919,9286,1.0
920,1351,0.0
921,38499,0.0
922,31643,0.0
923,16342,0.0
924,39305,0.0
925,26171,0.0
926,3475,0.0
927,2313,0.0
928,21048,0.0
929,43549,0.0
930,25503,0.0
931,51591,0.0
932,38768,0.0
933,27076,0.0
934,49075,0.0
935,31677,0.0
936,48255,0.0
937,19810,0.0
938,10781,0.0
939,33227,0.0
940,14191,0.0
941,8241,1.0
942,39172,0.0
943,10780,0.0
944,52719,0.0
945,36804,0.0
946,51701,1.0
947,25848,0.0
948,26168,0.0
949,36340,1.0
950,43085,0.0
951,15144,0.0
952,12273,0.0
953,17037,0.0
954,765,0.0
955,51924,0.0
956,43144,0.0
957,5874,0.0
958,34246,0.0
959,9949,1.0
960,54512,0.0
961,39188,0.0
962,52590,0.0
963,22496,0.0
964,30697,0.0
965,49091,0.0
966,35140,0.0
967,28766,1.0
968,32070,0.0
969,27513,0.0
970,38696,0.0
971,31464,0.0
972,22778,0.0
973,54422,0.0
974,42990,1.0
975,45873,0.0
976,16550,0.0
977,11516,1.0
978,38948,0.0
979,40473,0.0
980,16846,0.0
981,39686,0.0
982,29263,0.0
983,5552,0.0
984,39689,0.0
985,4128,0.0
986,25316,0.0
987,18806,0.0
988,15657,0.0
989,47842,0.0
990,38182,1.0
991,27986,0.0
992,53110,0.0
993,24781,0.0
994,34854,0.0
995,22229,0.0
996,7155,0.0
997,21123,1.0
998,52532,0.0
999,1945,0.0
1000,38302,0.0
1001,43523,0.0
1002,21249,1.0
1003,21084,0.0
1004,25437,0.0
1005,42540,1.0
1006,3486,0.0
1007,48859,0.0
1008,45562,0.0
1009,404,0.0
1010,11996,0.0
1011,35303,0.0
1012,50681,0.0
1013,29069,0.0
1014,39129,1.0
1015,48527,0.0
1016,1348,0.0
1017,2620,0.0
1018,16543,0.0
1019,9449,0.0
1020,8404,1.0
1021,22470,0.0
1022,36215,0.0
1023,37886,0.0
1024,33135,0.0
1025,18973,0.0
1026,37043,0.0
1027,36940,0.0
1028,31365,0.0
1029,47140,0.0
1030,37494,0.0
1031,3614,1.0
1032,11962,0.0
1033,23349,0.0
1034,32731,0.0
1035,1177,0.0
1036,34761,0.0
1037,18,0.0
1038,18893,0.0
1039,11885,0.0
1040,26733,0.0
1041,13577,0.0
1042,11515,0.0
1043,8278,0.0
1044,29560,0.0
1045,39858,0.0
1046,26777,0.0
1047,24761,1.0
1048,18987,0.0
1049,1055,0.0
1050,26325,0.0
1051,36838,0.0
1052,20765,0.0
1053,2344,1.0
1054,20050,1.0
1055,53891,0.0
1056,12509,0.0
1057,17556,0.0
1058,24141,1.0
1059,34329,0.0
1060,14734,0.0
1061,42964,0.0
1062,26353,0.0
1063,18336,0.0
1064,51646,0.0
1065,28282,0.0
1066,33347,0.0
1067,32973,0.0
1068,33728,0.0
1069,32989,0.0
1070,25871,0.0
1071,23938,1.0
1072,48911,1.0
1073,49088,0.0
1074,20688,0.0
1075,1066,0.0
1076,50280,0.0
1077,30553,0.0
1078,39706,1.0
1079,377,0.0
1080,22984,1.0
1081,33070,0.0
1082,43844,0.0
1083,28445,0.0
1084,24230,0.0
1085,30310,0.0
1086,14084,0.0
1087,20096,0.0
1088,39885,0.0
1089,41708,0.0
1090,43554,0.0
1091,25260,0.0
1092,47912,0.0
1093,35596,0.0
1094,21681,0.0
1095,22037,1.0
1096,47787,0.0
1097,20378,0.0
1098,2127,0.0
1099,48104,0.0
1100,9001,0.0
1101,32920,0.0
1102,7648,0.0
1103,48949,0.0
1104,13958,0.0
1105,46213,0.0
1106,5972,0.0
1107,5870,0.0
1108,6621,0.0
1109,32077,0.0
1110,49395,0.0
1111,16251,1.0
1112,50203,0.0
1113,4573,0.0
1114,22659,0.0
1115,37972,0.0
1116,12600,0.0
1117,9578,0.0
1118,13970,0.0
1119,4603,0.0
1120,1594,0.0
1121,32368,0.0
1122,28621,0.0
1123,19422,0.0
1124,34835,0.0
1125,10546,0.0
1126,1261,0.0
1127,31948,0.0
1128,18949,0.0
1129,8869,0.0
1130,15502,0.0
1131,43745,0.0
1132,7119,0.0
1133,17687,0.0
1134,44076,0.0
1135,21220,0.0
1136,31402,0.0
1137,9297,0.0
1138,35833,0.0
1139,2519,0.0
1140,9016,0.0
1141,28665,0.0
1142,13955,0.0
1143,14208,0.0
1144,8422,0.0
1145,52137,0.0
1146,49424,0.0
1147,50200,0.0
1148,12572,0.0
1149,30319,0.0
1150,30685,0.0
1151,35069,0.0
1152,36801,0.0
1153,32303,0.0
1154,25562,0.0
1155,1992,0.0
1156,14793,0.0
1157,7472,0.0
1158,17847,0.0
1159,9782,0.0
1160,54609,0.0
1161,53177,0.0
1162,42317,0.0
1163,10072,1.0
1164,35744,0.0
1165,22247,0.0
1166,18807,0.0
1167,33849,0.0
1168,8825,0.0
1169,23914,0.0
1170,35978,0.0
1171,26148,0.0
1172,3843,0.0
1173,4373,0.0
1174,37537,1.0
1175,39483,0.0
1176,17771,0.0
1177,19499,1.0
1178,25609,0.0
1179,11975,0.0
1180,31758,0.0
1181,42282,0.0
1182,52433,0.0
1183,42938,0.0
1184,50340,0.0
1185,49469,0.0
1186,52680,0.0
1187,50060,1.0
1188,38384,0.0
1189,2616,1.0
1190,30413,0.0
1191,23493,0.0
1192,1576,0.0
1193,3101,0.0
1194,806,1.0
1195,5183,0.0
1196,1960,0.0
1197,26963,1.0
1198,4909,0.0
1199,11521,0.0
1200,36238,0.0
1201,50810,0.0
1202,52560,0.0
1203,41556,0.0
1204,10002,0.0
1205,31466,0.0
1206,39527,0.0
1207,24990,0.0
1208,25505,0.0
1209,32517,1.0
1210,953,0.0
1211,39812,0.0
1212,13591,1.0
1213,47443,0.0
1214,50463,0.0
1215,44775,0.0
1216,13475,0.0
1217,21301,0.0
1218,21866,0.0
1219,38723,0.0
1220,14726,1.0
1221,27186,0.0
1222,35791,1.0
1223,7619,0.0
1224,30249,0.0
1225,46590,0.0
1226,31283,0.0
1227,48830,0.0
1228,16419,0.0
1229,22111,0.0
1230,47170,1.0
1231,33678,0.0
1232,5857,0.0
1233,30958,0.0
1234,43987,0.0
1235,4170,0.0
1236,21917,0.0
1237,15210,0.0
1238,14311,0.0
1239,40349,0.0
1240,10112,1.0
1241,388,0.0
1242,45121,0.0
1243,42333,0.0
1244,30461,0.0
1245,17525,0.0
1246,11926,0.0
1247,7110,0.0
1248,28593,0.0
1249,379,1.0
1250,43785,0.0
1251,43594,0.0
1252,34460,0.0
1253,25913,0.0
1254,50346,1.0
1255,18178,0.0
1256,50028,1.0
1257,45150,0.0
1258,16831,0.0
1259,44287,0.0
1260,23405,0.0
1261,46137,0.0
1262,52495,0.0
1263,1762,0.0
1264,6427,1.0
1265,38968,1.0
1266,39612,0.0
1267,39528,0.0
1268,50018,0.0
1269,8353,0.0
1270,37675,0.0
1271,34164,0.0
1272,45511,1.0
1273,49291,0.0
1274,38632,0.0
1275,54641,0.0
1276,6665,0.0
1277,23848,0.0
1278,40722,1.0
1279,29622,0.0
1280,21423,1.0
1281,18275,0.0
1282,54560,0.0
1283,27846,0.0
1284,6727,0.0
1285,34971,1.0
1286,49237,0.0
1287,32437,0.0
1288,12037,0.0
1289,3044,0.0
1290,26277,0.0
1291,49602,0.0
1292,20562,0.0
1293,4406,0.0
1294,17165,0.0
1295,54313,0.0
1296,43181,0.0
1297,21124,0.0
1298,12668,0.0
1299,14174,0.0
1300,8136,0.0
1301,26589,0.0
1302,19377,0.0
1303,29910,0.0
1304,28816,0.0
1305,53986,0.0
1306,33258,0.0
1307,45213,0.0
1308,46837,0.0
1309,2589,0.0
1310,46215,0.0
1311,14215,0.0
1312,20262,0.0
1313,23031,0.0
1314,43943,0.0
1315,19348,0.0
1316,12390,1.0
1317,8562,0.0
1318,14270,0.0
1319,51090,0.0
1320,29345,0.0
1321,9371,0.0
1322,43344,0.0
1323,9165,0.0
1324,52507,0.0
1325,25821,0.0
1326,49050,0.0
1327,25351,0.0
1328,24871,0.0
1329,42732,0.0
1330,20906,0.0
1331,26133,0.0
1332,44439,0.0
1333,40351,0.0
1334,39050,0.0
1335,9189,0.0
1336,43266,0.0
1337,51272,0.0
1338,17446,0.0
1339,47680,0.0
1340,5385,1.0
1341,39000,0.0
1342,22648,0.0
1343,53808,0.0
1344,6533,0.0
1345,14190,0.0
1346,12169,0.0
1347,20429,0.0
1348,35680,0.0
1349,51605,0.0
1350,5929,1.0
1351,28970,0.0
1352,14624,0.0
1353,8938,0.0
1354,17673,1.0
1355,51589,0.0
1356,50873,0.0
1357,19591,0.0
1358,2897,0.0
1359,23346,0.0
1360,47758,0.0
1361,33471,0.0
1362,53959,0.0
1363,7124,0.0
1364,37944,0.0
1365,40181,0.0
1366,1087,0.0
1367,14994,0.0
1368,38979,0.0
1369,12650,0.0
1370,24562,0.0
1371,45207,0.0
1372,48152,0.0
1373,14471,0.0
1374,12109,0.0
1375,30758,0.0
1376,4293,0.0
1377,27739,1.0
1378,36240,0.0
1379,29942,0.0
1380,40906,0.0
1381,16977,1.0
1382,29423,0.0
1383,23147,0.0
1384,22720,0.0
1385,9641,0.0
1386,35675,1.0
1387,12769,0.0
1388,12535,0.0
1389,29175,1.0
1390,51552,0.0
1391,22372,0.0
1392,21760,1.0
1393,24915,0.0
1394,38065,0.0
1395,25971,0.0
1396,6493,0.0
1397,33133,0.0
1398,7470,0.0
1399,43749,0.0
1400,21310,0.0
1401,34252,0.0
1402,51610,0.0
1403,36514,0.0
1404,10851,0.0
1405,13739,0.0
1406,11900,0.0
1407,34112,0.0
1408,20288,0.0
1409,17832,0.0
1410,25035,0.0
1411,15274,0.0
1412,37810,1.0
1413,42368,0.0
1414,54149,0.0
1415,54094,0.0
1416,10793,0.0
1417,54115,0.0
1418,40860,1.0
1419,22132,0.0
1420,8924,0.0
1421,36928,0.0
1422,22973,0.0
1423,48615,1.0
1424,17589,0.0
1425,36014,0.0
1426,26835,0.0
1427,5468,0.0
1428,4323,0.0
1429,3821,0.0
1430,54300,0.0
1431,46845,0.0
1432,5885,0.0
1433,53708,0.0
1434,22635,0.0
1435,32201,0.0
1436,22398,0.0
1437,28223,1.0
1438,9839,0.0
1439,53316,0.0
1440,37526,0.0
1441,48659,0.0
1442,47737,0.0
1443,25226,0.0
1444,15141,0.0
1445,22574,0.0
1446,19105,0.0
1447,20751,0.0
1448,40716,0.0
1449,8171,0.0
1450,40954,0.0
1451,27799,0.0
1452,21053,0.0
1453,5917,1.0
1454,16433,0.0
1455,5491,0.0
1456,52105,0.0
1457,43298,0.0
1458,49681,0.0
1459,47891,0.0
1460,11920,0.0
1461,33428,0.0
1462,15966,0.0
1463,21476,0.0
1464,6199,0.0
1465,44509,0.0
1466,22850,0.0
1467,19725,0.0
1468,39052,0.0
1469,53790,0.0
1470,17902,0.0
1471,34751,0.0
1472,25255,0.0
1473,11784,0.0
1474,9906,0.0
1475,45364,0.0
1476,30394,0.0
1477,48773,0.0
1478,48265,0.0
1479,15870,0.0
1480,1249,0.0
1481,30922,0.0
1482,19715,0.0
1483,30873,0.0
1484,41930,0.0
1485,7949,0.0
1486,22721,0.0
1487,23581,0.0
1488,7776,0.0
1489,15422,1.0
1490,39037,0.0
1491,18470,0.0
1492,49065,0.0
1493,39807,0.0
1494,14922,0.0
1495,32826,0.0
1496,42071,0.0
1497,11106,0.0
1498,9565,0.0
1499,9577,0.0
1500,8440,0.0
